name,nodelist,count,notes
synthesis,"[{""name"":synthesis,""pkgman"":Cargo},{""name"":synthesis,""pkgman"":Nimble}]",2,
rpg-cli,"[{""name"":rpg-cli,""pkgman"":Cargo},{""name"":rpg-cli,""pkgman"":Homebrew}]",2,
jrsonnet,"[{""name"":jrsonnet,""pkgman"":Cargo},{""name"":jrsonnet,""pkgman"":Homebrew}]",2,
six,"[{""name"":six,""pkgman"":Cargo},{""name"":six,""pkgman"":Chromebrew},{""name"":six,""pkgman"":Homebrew}]",3,
credstash,"[{""name"":credstash,""pkgman"":Cargo},{""name"":credstash,""pkgman"":Homebrew}]",2,
utils,"[{""name"":utils,""pkgman"":Cargo},{""name"":utils,""pkgman"":Nimble}]",2,
iterators,"[{""name"":iterators,""pkgman"":Cargo},{""name"":iterators,""pkgman"":Alire}]",2,
jsmn,"[{""name"":jsmn,""pkgman"":Cargo},{""name"":jsmn,""pkgman"":Nimble},{""name"":jsmn,""pkgman"":VCPKG}]",3,
cal,"[{""name"":cal,""pkgman"":Cargo},{""name"":cal,""pkgman"":Nimble}]",2,
editline,"[{""name"":editline,""pkgman"":Cargo},{""name"":editline,""pkgman"":Conan}]",2,
uap,"[{""name"":uap,""pkgman"":Cargo},{""name"":uap,""pkgman"":Nimble}]",2,
salt,"[{""name"":salt,""pkgman"":Cargo},{""name"":salt,""pkgman"":Homebrew}]",2,
redo,"[{""name"":redo,""pkgman"":Cargo},{""name"":redo,""pkgman"":Homebrew}]",2,
hy,"[{""name"":hy,""pkgman"":Cargo},{""name"":hy,""pkgman"":Homebrew}]",2,
getopt,"[{""name"":getopt,""pkgman"":Cargo},{""name"":getopt,""pkgman"":VCPKG}]",2,
jbig2dec,"[{""name"":jbig2dec,""pkgman"":Cargo},{""name"":jbig2dec,""pkgman"":Homebrew},{""name"":jbig2dec,""pkgman"":VCPKG}]",3,
cadical,"[{""name"":cadical,""pkgman"":Cargo},{""name"":cadical,""pkgman"":Homebrew}]",2,
argparse,"[{""name"":argparse,""pkgman"":Cargo},{""name"":argparse,""pkgman"":Conan},{""name"":argparse,""pkgman"":Nimble},{""name"":argparse,""pkgman"":VCPKG}]",4,
pcalc,"[{""name"":pcalc,""pkgman"":Cargo},{""name"":pcalc,""pkgman"":Homebrew}]",2,
mercurial,"[{""name"":mercurial,""pkgman"":Cargo},{""name"":mercurial,""pkgman"":Chromebrew},{""name"":mercurial,""pkgman"":Homebrew}]",3,
variant,"[{""name"":variant,""pkgman"":Cargo},{""name"":variant,""pkgman"":Nimble}]",2,
unum,"[{""name"":unum,""pkgman"":Cargo},{""name"":unum,""pkgman"":Homebrew}]",2,
make,"[{""name"":make,""pkgman"":Cargo},{""name"":make,""pkgman"":Alire},{""name"":make,""pkgman"":Chromebrew},{""name"":make,""pkgman"":Conan},{""name"":make,""pkgman"":Homebrew}]",5,
webaudio,"[{""name"":webaudio,""pkgman"":Cargo},{""name"":webaudio,""pkgman"":Nimble}]",2,
electric,"[{""name"":electric,""pkgman"":Cargo},{""name"":electric,""pkgman"":Chromebrew}]",2,
todo-txt,"[{""name"":todo-txt,""pkgman"":Cargo},{""name"":todo-txt,""pkgman"":Homebrew}]",2,
kitten,"[{""name"":kitten,""pkgman"":Cargo},{""name"":kitten,""pkgman"":Conan}]",2,
tk,"[{""name"":tk,""pkgman"":Cargo},{""name"":tk,""pkgman"":Chromebrew},{""name"":tk,""pkgman"":Conan}]",3,
benchy,"[{""name"":benchy,""pkgman"":Cargo},{""name"":benchy,""pkgman"":Nimble}]",2,
rbtree,"[{""name"":rbtree,""pkgman"":Cargo},{""name"":rbtree,""pkgman"":Nimble}]",2,
ii,"[{""name"":ii,""pkgman"":Cargo},{""name"":ii,""pkgman"":Homebrew}]",2,
meow,"[{""name"":meow,""pkgman"":Cargo},{""name"":meow,""pkgman"":Nimble}]",2,
volatility,"[{""name"":volatility,""pkgman"":Cargo},{""name"":volatility,""pkgman"":Homebrew}]",2,
metar,"[{""name"":metar,""pkgman"":Cargo},{""name"":metar,""pkgman"":Nimble}]",2,
xpm,"[{""name"":xpm,""pkgman"":Cargo},{""name"":xpm,""pkgman"":Nimble}]",2,
enigma,"[{""name"":enigma,""pkgman"":Cargo},{""name"":enigma,""pkgman"":Homebrew}]",2,
acl,"[{""name"":acl,""pkgman"":Cargo},{""name"":acl,""pkgman"":Chromebrew},{""name"":acl,""pkgman"":Conan}]",3,
dog,"[{""name"":dog,""pkgman"":Cargo},{""name"":dog,""pkgman"":Homebrew}]",2,
tracker,"[{""name"":tracker,""pkgman"":Cargo},{""name"":tracker,""pkgman"":Homebrew}]",2,
unchained,"[{""name"":unchained,""pkgman"":Cargo},{""name"":unchained,""pkgman"":Nimble}]",2,
jemalloc,"[{""name"":jemalloc,""pkgman"":Cargo},{""name"":jemalloc,""pkgman"":Chromebrew},{""name"":jemalloc,""pkgman"":Conan},{""name"":jemalloc,""pkgman"":Homebrew},{""name"":jemalloc,""pkgman"":VCPKG}]",5,
eleventy,"[{""name"":eleventy,""pkgman"":Cargo},{""name"":eleventy,""pkgman"":Homebrew}]",2,
encodings,"[{""name"":encodings,""pkgman"":Cargo},{""name"":encodings,""pkgman"":Chromebrew}]",2,
pass,"[{""name"":pass,""pkgman"":Cargo},{""name"":pass,""pkgman"":Chromebrew},{""name"":pass,""pkgman"":Homebrew}]",3,
watchman,"[{""name"":watchman,""pkgman"":Cargo},{""name"":watchman,""pkgman"":Homebrew}]",2,
fly,"[{""name"":fly,""pkgman"":Cargo},{""name"":fly,""pkgman"":Chromebrew}]",2,
elvish,"[{""name"":elvish,""pkgman"":Cargo},{""name"":elvish,""pkgman"":Homebrew}]",2,
keyring,"[{""name"":keyring,""pkgman"":Cargo},{""name"":keyring,""pkgman"":Nimble}]",2,
rm-improved,"[{""name"":rm-improved,""pkgman"":Cargo},{""name"":rm-improved,""pkgman"":Homebrew}]",2,
utf8,"[{""name"":utf8,""pkgman"":Cargo},{""name"":utf8,""pkgman"":Conan}]",2,
dust,"[{""name"":dust,""pkgman"":Cargo},{""name"":dust,""pkgman"":Homebrew}]",2,
jhash,"[{""name"":jhash,""pkgman"":Cargo},{""name"":jhash,""pkgman"":Nimble}]",2,
empty,"[{""name"":empty,""pkgman"":Cargo},{""name"":empty,""pkgman"":Homebrew}]",2,
rsyslog,"[{""name"":rsyslog,""pkgman"":Cargo},{""name"":rsyslog,""pkgman"":Homebrew}]",2,
passenger,"[{""name"":passenger,""pkgman"":Cargo},{""name"":passenger,""pkgman"":Homebrew}]",2,
web3,"[{""name"":web3,""pkgman"":Cargo},{""name"":web3,""pkgman"":Nimble}]",2,
windy,"[{""name"":windy,""pkgman"":Cargo},{""name"":windy,""pkgman"":Nimble}]",2,
ui,"[{""name"":ui,""pkgman"":Cargo},{""name"":ui,""pkgman"":Nimble}]",2,
sdf,"[{""name"":sdf,""pkgman"":Cargo},{""name"":sdf,""pkgman"":Conan},{""name"":sdf,""pkgman"":Homebrew}]",3,
stc,"[{""name"":stc,""pkgman"":Cargo},{""name"":stc,""pkgman"":Conan}]",2,
gsm,"[{""name"":gsm,""pkgman"":Cargo},{""name"":gsm,""pkgman"":Chromebrew}]",2,
alda,"[{""name"":alda,""pkgman"":Cargo},{""name"":alda,""pkgman"":Homebrew}]",2,
odbc,"[{""name"":odbc,""pkgman"":Cargo},{""name"":odbc,""pkgman"":Conan}]",2,
ripgrep,"[{""name"":ripgrep,""pkgman"":Cargo},{""name"":ripgrep,""pkgman"":Chromebrew},{""name"":ripgrep,""pkgman"":Homebrew}]",3,
fn,"[{""name"":fn,""pkgman"":Cargo},{""name"":fn,""pkgman"":Homebrew}]",2,
watch,"[{""name"":watch,""pkgman"":Cargo},{""name"":watch,""pkgman"":Homebrew}]",2,
rmw,"[{""name"":rmw,""pkgman"":Cargo},{""name"":rmw,""pkgman"":Homebrew}]",2,
rtv,"[{""name"":rtv,""pkgman"":Cargo},{""name"":rtv,""pkgman"":Homebrew}]",2,
bc,"[{""name"":bc,""pkgman"":Cargo},{""name"":bc,""pkgman"":Chromebrew},{""name"":bc,""pkgman"":Homebrew}]",3,
rbw,"[{""name"":rbw,""pkgman"":Cargo},{""name"":rbw,""pkgman"":Homebrew}]",2,
io,"[{""name"":io,""pkgman"":Cargo},{""name"":io,""pkgman"":Homebrew}]",2,
winres,"[{""name"":winres,""pkgman"":Cargo},{""name"":winres,""pkgman"":Nimble}]",2,
librespot,"[{""name"":librespot,""pkgman"":Cargo},{""name"":librespot,""pkgman"":Chromebrew},{""name"":librespot,""pkgman"":Homebrew}]",3,
mpv,"[{""name"":mpv,""pkgman"":Cargo},{""name"":mpv,""pkgman"":Chromebrew},{""name"":mpv,""pkgman"":Homebrew}]",3,
jetty,"[{""name"":jetty,""pkgman"":Cargo},{""name"":jetty,""pkgman"":Homebrew}]",2,
janet,"[{""name"":janet,""pkgman"":Cargo},{""name"":janet,""pkgman"":Chromebrew},{""name"":janet,""pkgman"":Homebrew}]",3,
bit,"[{""name"":bit,""pkgman"":Cargo},{""name"":bit,""pkgman"":Homebrew}]",2,
cmd,"[{""name"":cmd,""pkgman"":Cargo},{""name"":cmd,""pkgman"":Nimble}]",2,
ebml,"[{""name"":ebml,""pkgman"":Cargo},{""name"":ebml,""pkgman"":VCPKG}]",2,
elfutils,"[{""name"":elfutils,""pkgman"":Cargo},{""name"":elfutils,""pkgman"":Chromebrew},{""name"":elfutils,""pkgman"":Conan},{""name"":elfutils,""pkgman"":Homebrew},{""name"":elfutils,""pkgman"":VCPKG}]",5,
cql,"[{""name"":cql,""pkgman"":Cargo},{""name"":cql,""pkgman"":Homebrew}]",2,
dynaconf,"[{""name"":dynaconf,""pkgman"":Cargo},{""name"":dynaconf,""pkgman"":Homebrew}]",2,
iproute2,"[{""name"":iproute2,""pkgman"":Cargo},{""name"":iproute2,""pkgman"":Homebrew}]",2,
elektra,"[{""name"":elektra,""pkgman"":Cargo},{""name"":elektra,""pkgman"":Homebrew}]",2,
vec,"[{""name"":vec,""pkgman"":Cargo},{""name"":vec,""pkgman"":Nimble}]",2,
molecule,"[{""name"":molecule,""pkgman"":Cargo},{""name"":molecule,""pkgman"":Homebrew}]",2,
vip,"[{""name"":vip,""pkgman"":Cargo},{""name"":vip,""pkgman"":Homebrew}]",2,
lasso,"[{""name"":lasso,""pkgman"":Cargo},{""name"":lasso,""pkgman"":Homebrew}]",2,
mpw,"[{""name"":mpw,""pkgman"":Cargo},{""name"":mpw,""pkgman"":Homebrew}]",2,
itex2mml,"[{""name"":itex2mml,""pkgman"":Cargo},{""name"":itex2mml,""pkgman"":Homebrew}]",2,
pyoxidizer,"[{""name"":pyoxidizer,""pkgman"":Cargo},{""name"":pyoxidizer,""pkgman"":Homebrew}]",2,
rem,"[{""name"":rem,""pkgman"":Cargo},{""name"":rem,""pkgman"":Homebrew}]",2,
rqlite,"[{""name"":rqlite,""pkgman"":Cargo},{""name"":rqlite,""pkgman"":Homebrew}]",2,
mqtt,"[{""name"":mqtt,""pkgman"":Cargo},{""name"":mqtt,""pkgman"":Nimble}]",2,
xgboost,"[{""name"":xgboost,""pkgman"":Cargo},{""name"":xgboost,""pkgman"":Homebrew}]",2,
binance,"[{""name"":binance,""pkgman"":Cargo},{""name"":binance,""pkgman"":Nimble}]",2,
oil,"[{""name"":oil,""pkgman"":Cargo},{""name"":oil,""pkgman"":Homebrew}]",2,
toast,"[{""name"":toast,""pkgman"":Cargo},{""name"":toast,""pkgman"":Homebrew}]",2,
topgrade,"[{""name"":topgrade,""pkgman"":Cargo},{""name"":topgrade,""pkgman"":Homebrew}]",2,
amp,"[{""name"":amp,""pkgman"":Cargo},{""name"":amp,""pkgman"":Homebrew}]",2,
bee,"[{""name"":bee,""pkgman"":Cargo},{""name"":bee,""pkgman"":Homebrew}]",2,
torch,"[{""name"":torch,""pkgman"":Cargo},{""name"":torch,""pkgman"":Nimble}]",2,
edn,"[{""name"":edn,""pkgman"":Cargo},{""name"":edn,""pkgman"":Nimble}]",2,
argh,"[{""name"":argh,""pkgman"":Cargo},{""name"":argh,""pkgman"":Conan},{""name"":argh,""pkgman"":VCPKG}]",3,
eth,"[{""name"":eth,""pkgman"":Cargo},{""name"":eth,""pkgman"":Nimble}]",2,
lame,"[{""name"":lame,""pkgman"":Cargo},{""name"":lame,""pkgman"":Homebrew}]",2,
dwarf,"[{""name"":dwarf,""pkgman"":Cargo},{""name"":dwarf,""pkgman"":Homebrew}]",2,
edge,"[{""name"":edge,""pkgman"":Cargo},{""name"":edge,""pkgman"":Chromebrew}]",2,
elasticsearch,"[{""name"":elasticsearch,""pkgman"":Cargo},{""name"":elasticsearch,""pkgman"":Homebrew}]",2,
editorconfig,"[{""name"":editorconfig,""pkgman"":Cargo},{""name"":editorconfig,""pkgman"":Homebrew}]",2,
pastel,"[{""name"":pastel,""pkgman"":Cargo},{""name"":pastel,""pkgman"":Homebrew}]",2,
ipopt,"[{""name"":ipopt,""pkgman"":Cargo},{""name"":ipopt,""pkgman"":Homebrew}]",2,
duktape,"[{""name"":duktape,""pkgman"":Cargo},{""name"":duktape,""pkgman"":Chromebrew},{""name"":duktape,""pkgman"":Conan},{""name"":duktape,""pkgman"":Homebrew},{""name"":duktape,""pkgman"":Nimble},{""name"":duktape,""pkgman"":VCPKG}]",6,
iridium,"[{""name"":iridium,""pkgman"":Cargo},{""name"":iridium,""pkgman"":Nimble}]",2,
dropbear,"[{""name"":dropbear,""pkgman"":Cargo},{""name"":dropbear,""pkgman"":Homebrew}]",2,
bpg,"[{""name"":bpg,""pkgman"":Cargo},{""name"":bpg,""pkgman"":Nimble}]",2,
ipinfo,"[{""name"":ipinfo,""pkgman"":Cargo},{""name"":ipinfo,""pkgman"":Homebrew}]",2,
gotop,"[{""name"":gotop,""pkgman"":Cargo},{""name"":gotop,""pkgman"":Homebrew}]",2,
drawille,"[{""name"":drawille,""pkgman"":Cargo},{""name"":drawille,""pkgman"":Nimble}]",2,
wol,"[{""name"":wol,""pkgman"":Cargo},{""name"":wol,""pkgman"":Chromebrew}]",2,
double-conversion,"[{""name"":double-conversion,""pkgman"":Cargo},{""name"":double-conversion,""pkgman"":Conan},{""name"":double-conversion,""pkgman"":Homebrew},{""name"":double-conversion,""pkgman"":VCPKG}]",4,
ioctl,"[{""name"":ioctl,""pkgman"":Cargo},{""name"":ioctl,""pkgman"":Homebrew}]",2,
druid,"[{""name"":druid,""pkgman"":Cargo},{""name"":druid,""pkgman"":Homebrew}]",2,
dropbox,"[{""name"":dropbox,""pkgman"":Cargo},{""name"":dropbox,""pkgman"":Chromebrew}]",2,
godot,"[{""name"":godot,""pkgman"":Cargo},{""name"":godot,""pkgman"":Nimble}]",2,
mpd,"[{""name"":mpd,""pkgman"":Cargo},{""name"":mpd,""pkgman"":Homebrew}]",2,
draco,"[{""name"":draco,""pkgman"":Cargo},{""name"":draco,""pkgman"":Conan},{""name"":draco,""pkgman"":Homebrew},{""name"":draco,""pkgman"":VCPKG}]",4,
languagetool,"[{""name"":languagetool,""pkgman"":Cargo},{""name"":languagetool,""pkgman"":Homebrew}]",2,
soapysdr,"[{""name"":soapysdr,""pkgman"":Cargo},{""name"":soapysdr,""pkgman"":Homebrew}]",2,
bbqueue,"[{""name"":bbqueue,""pkgman"":Cargo},{""name"":bbqueue,""pkgman"":Alire}]",2,
pup,"[{""name"":pup,""pkgman"":Cargo},{""name"":pup,""pkgman"":Chromebrew},{""name"":pup,""pkgman"":Homebrew}]",3,
dpdk,"[{""name"":dpdk,""pkgman"":Cargo},{""name"":dpdk,""pkgman"":Nimble},{""name"":dpdk,""pkgman"":VCPKG}]",3,
gifify,"[{""name"":gifify,""pkgman"":Cargo},{""name"":gifify,""pkgman"":Homebrew}]",2,
vis,"[{""name"":vis,""pkgman"":Cargo},{""name"":vis,""pkgman"":Homebrew}]",2,
gitlab-runner,"[{""name"":gitlab-runner,""pkgman"":Cargo},{""name"":gitlab-runner,""pkgman"":Homebrew}]",2,
tinycdb,"[{""name"":tinycdb,""pkgman"":Cargo},{""name"":tinycdb,""pkgman"":Homebrew}]",2,
pastebin,"[{""name"":pastebin,""pkgman"":Cargo},{""name"":pastebin,""pkgman"":Nimble}]",2,
avocado,"[{""name"":avocado,""pkgman"":Cargo},{""name"":avocado,""pkgman"":Chromebrew}]",2,
immortal,"[{""name"":immortal,""pkgman"":Cargo},{""name"":immortal,""pkgman"":Homebrew}]",2,
cbc,"[{""name"":cbc,""pkgman"":Cargo},{""name"":cbc,""pkgman"":Homebrew}]",2,
moc,"[{""name"":moc,""pkgman"":Cargo},{""name"":moc,""pkgman"":Chromebrew},{""name"":moc,""pkgman"":Homebrew}]",3,
onefetch,"[{""name"":onefetch,""pkgman"":Cargo},{""name"":onefetch,""pkgman"":Homebrew}]",2,
kestrel,"[{""name"":kestrel,""pkgman"":Cargo},{""name"":kestrel,""pkgman"":Homebrew}]",2,
vcs,"[{""name"":vcs,""pkgman"":Cargo},{""name"":vcs,""pkgman"":Homebrew}]",2,
zxcvbn,"[{""name"":zxcvbn,""pkgman"":Cargo},{""name"":zxcvbn,""pkgman"":Nimble}]",2,
youtube_dl,"[{""name"":youtube_dl,""pkgman"":Cargo},{""name"":youtube_dl,""pkgman"":Chromebrew}]",2,
lda,"[{""name"":lda,""pkgman"":Cargo},{""name"":lda,""pkgman"":Nimble}]",2,
jql,"[{""name"":jql,""pkgman"":Cargo},{""name"":jql,""pkgman"":Homebrew}]",2,
base45,"[{""name"":base45,""pkgman"":Cargo},{""name"":base45,""pkgman"":Nimble}]",2,
easings,"[{""name"":easings,""pkgman"":Cargo},{""name"":easings,""pkgman"":Nimble}]",2,
unzip,"[{""name"":unzip,""pkgman"":Cargo},{""name"":unzip,""pkgman"":Chromebrew},{""name"":unzip,""pkgman"":Homebrew}]",3,
gettext,"[{""name"":gettext,""pkgman"":Cargo},{""name"":gettext,""pkgman"":Chromebrew},{""name"":gettext,""pkgman"":Conan},{""name"":gettext,""pkgman"":Homebrew},{""name"":gettext,""pkgman"":VCPKG}]",5,
meson,"[{""name"":meson,""pkgman"":Cargo},{""name"":meson,""pkgman"":Chromebrew},{""name"":meson,""pkgman"":Conan},{""name"":meson,""pkgman"":Homebrew}]",4,
lcm,"[{""name"":lcm,""pkgman"":Cargo},{""name"":lcm,""pkgman"":Homebrew},{""name"":lcm,""pkgman"":VCPKG}]",3,
redux,"[{""name"":redux,""pkgman"":Cargo},{""name"":redux,""pkgman"":Nimble}]",2,
diffuse,"[{""name"":diffuse,""pkgman"":Cargo},{""name"":diffuse,""pkgman"":Chromebrew}]",2,
mesos,"[{""name"":mesos,""pkgman"":Cargo},{""name"":mesos,""pkgman"":Homebrew}]",2,
strfmt,"[{""name"":strfmt,""pkgman"":Cargo},{""name"":strfmt,""pkgman"":Nimble}]",2,
drill,"[{""name"":drill,""pkgman"":Cargo},{""name"":drill,""pkgman"":Homebrew}]",2,
dirac,"[{""name"":dirac,""pkgman"":Cargo},{""name"":dirac,""pkgman"":Homebrew}]",2,
pig,"[{""name"":pig,""pkgman"":Cargo},{""name"":pig,""pkgman"":Homebrew}]",2,
pfr,"[{""name"":pfr,""pkgman"":Cargo},{""name"":pfr,""pkgman"":Conan}]",2,
metaproxy,"[{""name"":metaproxy,""pkgman"":Cargo},{""name"":metaproxy,""pkgman"":Homebrew}]",2,
meta,"[{""name"":meta,""pkgman"":Cargo},{""name"":meta,""pkgman"":Nimble}]",2,
socketcan,"[{""name"":socketcan,""pkgman"":Cargo},{""name"":socketcan,""pkgman"":Alire}]",2,
serialport,"[{""name"":serialport,""pkgman"":Cargo},{""name"":serialport,""pkgman"":Nimble}]",2,
imlib2,"[{""name"":imlib2,""pkgman"":Cargo},{""name"":imlib2,""pkgman"":Chromebrew},{""name"":imlib2,""pkgman"":Homebrew},{""name"":imlib2,""pkgman"":Nimble}]",4,
luv,"[{""name"":luv,""pkgman"":Cargo},{""name"":luv,""pkgman"":Homebrew}]",2,
acpica,"[{""name"":acpica,""pkgman"":Cargo},{""name"":acpica,""pkgman"":Chromebrew},{""name"":acpica,""pkgman"":Homebrew}]",3,
implot,"[{""name"":implot,""pkgman"":Cargo},{""name"":implot,""pkgman"":Conan},{""name"":implot,""pkgman"":VCPKG}]",3,
cuda,"[{""name"":cuda,""pkgman"":Cargo},{""name"":cuda,""pkgman"":VCPKG}]",2,
imghdr,"[{""name"":imghdr,""pkgman"":Cargo},{""name"":imghdr,""pkgman"":Nimble}]",2,
zet,"[{""name"":zet,""pkgman"":Cargo},{""name"":zet,""pkgman"":Homebrew}]",2,
aravis,"[{""name"":aravis,""pkgman"":Cargo},{""name"":aravis,""pkgman"":Conan},{""name"":aravis,""pkgman"":Homebrew}]",3,
gifsicle,"[{""name"":gifsicle,""pkgman"":Cargo},{""name"":gifsicle,""pkgman"":Chromebrew},{""name"":gifsicle,""pkgman"":Homebrew}]",3,
cuba,"[{""name"":cuba,""pkgman"":Cargo},{""name"":cuba,""pkgman"":Homebrew}]",2,
repo,"[{""name"":repo,""pkgman"":Cargo},{""name"":repo,""pkgman"":Homebrew}]",2,
github,"[{""name"":github,""pkgman"":Cargo},{""name"":github,""pkgman"":Nimble}]",2,
dungeon,"[{""name"":dungeon,""pkgman"":Cargo},{""name"":dungeon,""pkgman"":Homebrew}]",2,
otplib,"[{""name"":otplib,""pkgman"":Cargo},{""name"":otplib,""pkgman"":Nimble}]",2,
gitversion,"[{""name"":gitversion,""pkgman"":Cargo},{""name"":gitversion,""pkgman"":Homebrew}]",2,
pms,"[{""name"":pms,""pkgman"":Cargo},{""name"":pms,""pkgman"":Homebrew}]",2,
k3d,"[{""name"":k3d,""pkgman"":Cargo},{""name"":k3d,""pkgman"":Homebrew}]",2,
gistit,"[{""name"":gistit,""pkgman"":Cargo},{""name"":gistit,""pkgman"":Homebrew}]",2,
gti,"[{""name"":gti,""pkgman"":Cargo},{""name"":gti,""pkgman"":Homebrew}]",2,
gist,"[{""name"":gist,""pkgman"":Cargo},{""name"":gist,""pkgman"":Homebrew}]",2,
trick,"[{""name"":trick,""pkgman"":Cargo},{""name"":trick,""pkgman"":Nimble}]",2,
rect_packer,"[{""name"":rect_packer,""pkgman"":Cargo},{""name"":rect_packer,""pkgman"":Nimble}]",2,
arrayfire,"[{""name"":arrayfire,""pkgman"":Cargo},{""name"":arrayfire,""pkgman"":Homebrew},{""name"":arrayfire,""pkgman"":VCPKG}]",3,
gid,"[{""name"":gid,""pkgman"":Cargo},{""name"":gid,""pkgman"":Alire}]",2,
rpg,"[{""name"":rpg,""pkgman"":Cargo},{""name"":rpg,""pkgman"":Homebrew}]",2,
gen,"[{""name"":gen,""pkgman"":Cargo},{""name"":gen,""pkgman"":Nimble}]",2,
west,"[{""name"":west,""pkgman"":Cargo},{""name"":west,""pkgman"":Homebrew}]",2,
dex,"[{""name"":dex,""pkgman"":Cargo},{""name"":dex,""pkgman"":Homebrew}]",2,
weave,"[{""name"":weave,""pkgman"":Cargo},{""name"":weave,""pkgman"":Nimble}]",2,
timeit,"[{""name"":timeit,""pkgman"":Cargo},{""name"":timeit,""pkgman"":Nimble}]",2,
dav1d,"[{""name"":dav1d,""pkgman"":Cargo},{""name"":dav1d,""pkgman"":Chromebrew},{""name"":dav1d,""pkgman"":Conan},{""name"":dav1d,""pkgman"":Homebrew},{""name"":dav1d,""pkgman"":Nimble},{""name"":dav1d,""pkgman"":VCPKG}]",6,
fuse,"[{""name"":fuse,""pkgman"":Cargo},{""name"":fuse,""pkgman"":Nimble}]",2,
statslib,"[{""name"":statslib,""pkgman"":Cargo},{""name"":statslib,""pkgman"":Conan}]",2,
xplr,"[{""name"":xplr,""pkgman"":Cargo},{""name"":xplr,""pkgman"":Homebrew}]",2,
gpp,"[{""name"":gpp,""pkgman"":Cargo},{""name"":gpp,""pkgman"":Homebrew}]",2,
netcdf,"[{""name"":netcdf,""pkgman"":Cargo},{""name"":netcdf,""pkgman"":Chromebrew},{""name"":netcdf,""pkgman"":Conan},{""name"":netcdf,""pkgman"":Homebrew}]",4,
dlpack,"[{""name"":dlpack,""pkgman"":Cargo},{""name"":dlpack,""pkgman"":Conan}]",2,
detours,"[{""name"":detours,""pkgman"":Cargo},{""name"":detours,""pkgman"":VCPKG}]",2,
distribution,"[{""name"":distribution,""pkgman"":Cargo},{""name"":distribution,""pkgman"":Homebrew}]",2,
traceroute,"[{""name"":traceroute,""pkgman"":Cargo},{""name"":traceroute,""pkgman"":Chromebrew}]",2,
dirt,"[{""name"":dirt,""pkgman"":Cargo},{""name"":dirt,""pkgman"":Homebrew}]",2,
indicators,"[{""name"":indicators,""pkgman"":Cargo},{""name"":indicators,""pkgman"":Conan},{""name"":indicators,""pkgman"":Homebrew},{""name"":indicators,""pkgman"":VCPKG}]",4,
imath,"[{""name"":imath,""pkgman"":Cargo},{""name"":imath,""pkgman"":Homebrew},{""name"":imath,""pkgman"":VCPKG}]",3,
mediainfo,"[{""name"":mediainfo,""pkgman"":Cargo},{""name"":mediainfo,""pkgman"":Chromebrew}]",2,
postgresql,"[{""name"":postgresql,""pkgman"":Cargo},{""name"":postgresql,""pkgman"":Alire},{""name"":postgresql,""pkgman"":Homebrew}]",3,
miniaudio,"[{""name"":miniaudio,""pkgman"":Cargo},{""name"":miniaudio,""pkgman"":Conan}]",2,
fpn,"[{""name"":fpn,""pkgman"":Cargo},{""name"":fpn,""pkgman"":Nimble}]",2,
influxdb,"[{""name"":influxdb,""pkgman"":Cargo},{""name"":influxdb,""pkgman"":Homebrew}]",2,
fpp,"[{""name"":fpp,""pkgman"":Cargo},{""name"":fpp,""pkgman"":Homebrew}]",2,
nylon,"[{""name"":nylon,""pkgman"":Cargo},{""name"":nylon,""pkgman"":Homebrew}]",2,
yaml,"[{""name"":yaml,""pkgman"":Cargo},{""name"":yaml,""pkgman"":Nimble}]",2,
rest,"[{""name"":rest,""pkgman"":Cargo},{""name"":rest,""pkgman"":Chromebrew}]",2,
igraph,"[{""name"":igraph,""pkgman"":Cargo},{""name"":igraph,""pkgman"":Homebrew},{""name"":igraph,""pkgman"":VCPKG}]",3,
deepspeech,"[{""name"":deepspeech,""pkgman"":Cargo},{""name"":deepspeech,""pkgman"":Nimble}]",2,
wallpaper,"[{""name"":wallpaper,""pkgman"":Cargo},{""name"":wallpaper,""pkgman"":Homebrew}]",2,
webp,"[{""name"":webp,""pkgman"":Cargo},{""name"":webp,""pkgman"":Homebrew},{""name"":webp,""pkgman"":Nimble}]",3,
fft,"[{""name"":fft,""pkgman"":Cargo},{""name"":fft,""pkgman"":Conan}]",2,
jam,"[{""name"":jam,""pkgman"":Cargo},{""name"":jam,""pkgman"":Chromebrew},{""name"":jam,""pkgman"":Homebrew}]",3,
docx,"[{""name"":docx,""pkgman"":Cargo},{""name"":docx,""pkgman"":Nimble}]",2,
conmon,"[{""name"":conmon,""pkgman"":Cargo},{""name"":conmon,""pkgman"":Homebrew}]",2,
cereal,"[{""name"":cereal,""pkgman"":Cargo},{""name"":cereal,""pkgman"":Conan},{""name"":cereal,""pkgman"":Homebrew},{""name"":cereal,""pkgman"":VCPKG}]",4,
timsort,"[{""name"":timsort,""pkgman"":Cargo},{""name"":timsort,""pkgman"":Conan}]",2,
chrome,"[{""name"":chrome,""pkgman"":Cargo},{""name"":chrome,""pkgman"":Chromebrew}]",2,
dnsclient,"[{""name"":dnsclient,""pkgman"":Cargo},{""name"":dnsclient,""pkgman"":Nimble}]",2,
btfs,"[{""name"":btfs,""pkgman"":Cargo},{""name"":btfs,""pkgman"":Homebrew}]",2,
cli,"[{""name"":cli,""pkgman"":Cargo},{""name"":cli,""pkgman"":VCPKG}]",2,
xkbcommon,"[{""name"":xkbcommon,""pkgman"":Cargo},{""name"":xkbcommon,""pkgman"":Conan}]",2,
